id,title,overview,genres,vote_average,original_language,keywords
7508,Like Stars on Earth,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",Drama,7.972,hi,"jealousy, parent child relationship, boarding school, painter, father, dyslexia, teacher, little boy, india, childhood, teachers and students, melodramatic"
8961,Bad Boys II,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd.","Action, Crime, Comedy",6.657,en,"drug smuggling, miami, florida, undercover agent, cuba, ku klux klan, kidnapping, money laundering, mexican standoff, ecstasy, male friendship, guantánamo, sequel, shootout, criminal underworld, drug lord, exploding house, dea agent, undercover operation, buddy cop, narcotics detective, aggressive, action hero, buddy movie, haitian gang, dead bodies, absurd, dramatic, russian mobster, exhilarated"
371462,Mammal,"After Margaret, a divorcée living in Dublin, loses her teenage son, she develops an unorthodox relationship with Joe, a homeless youth. Their tentative trust is threatened by his involvement with a violent gang and the escalation of her ex-husband's grieving rage.",Drama,6.292,en,"older woman younger man relationship, woman director, homeless teenager"
950028,The Invite,"Joe and Angela’s marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?","Drama, Comedy",0.0,en,"remake, dramedy, comedy, neighbors"
804370,Arco,"Ten-year-old Arco lives in a far future. During his first flight in his rainbow suit, he loses control and falls into the past. Iris, a girl his age from 2075, comes to his rescue and tries by any means to help send him back to his own era.","Adventure, Animation, Family, Science Fiction",7.575,fr,"affectation, time travel, family relationships, conspiracy theory, absent parent, environmental issues, near future, 2070s, independent film, rainbow, science fantasy, male female friendship, compassionate, vibrant, 21st century"
652837,"Josee, the Tiger and the Fish","With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.","Animation, Drama, Romance",8.271,ja,"based on novel or book, paraplegic, love, slice of life, relationship, based on short story, disability, anime, romantic, comforting"
9383,Hollow Man,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.","Action, Science Fiction, Thriller",5.966,en,"experiment, killing, villain, slasher, scientist, survival horror, invisible person, voyeurism, invisibility"
631843,Old,A group of families on a tropical holiday discover that the secluded beach where they are staying is somehow causing them to age rapidly – reducing their entire lives into a single day.,"Thriller, Mystery, Horror",6.323,en,"beach, husband wife relationship, schizophrenia, escape, time warp, rapper, coral reef, deception, time, aging, loss of virginity, trap, murder, corpse, family vacation, family, based on graphic novel, family holiday, death, existentialism, sickness, mortality, time-manipulation, radical transformation, secluded beach, human experiment, brother sister relationship, medical experiment, experimental drug, secret experiment, body horror, vacation gone wrong, baffled, frightened"
548,Rashomon,Four people recount different versions of the story of a man's murder and the rape of his wife.,"Crime, Drama, Mystery",8.035,ja,"dying and death, japan, samurai, rape, court case, court, truth, rain, woodcutter, subjectivity, medium, sunlight, black and white, criminal, based on short story, multiple perspectives, jidaigeki, thoughtful, philosophical, human nature, witness account, heian period, rashomon effect"
68735,Warcraft,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.","Action, Adventure, Fantasy",6.4,en,"elves, dwarf, magic, betrayal, king, guardian, based on video game, wizard, chieftain, fictional language, warrior, clans, horde, sword and sorcery, mage, evil sorcerer, draining souls"
1147416,"Miraculous World: London, at the Edge of Time","To save the future from a terrible fate, Marinette becomes Chronobug and teams up with Bunnyx to defeat a mysterious opponent who travels through time.","Animation, Family, Action, Adventure, Fantasy",7.5,fr,"london, england, paris, france, superhero, time travel, notebook, death of father, kids, changing history, masked supervillain, based on tv series, 3d animation"
1312946,The Map That Leads to You,"Heather is a young woman traveling Europe with friends before starting her perfectly planned life. A chance meeting with Jack sparks an unexpected romance that leads to deep emotional discovery. As secrets and life choices test their bond, her path changes forever.","Romance, Drama",6.604,en,"based on novel or book, romance, coming of age, meet cute, chance meeting, adaptation, love and loss"
109689,I Want You,"After two years away, Hache returns to Barcelona seeking a fresh start. Falling for Gin while facing unresolved feelings for Babi, he must confront love, loss, and who he's becoming.","Drama, Romance",7.444,es,"friendship, based on novel or book, rebel, sequel, motor sport, street race, love, teenage love, young love, based on young adult novel, awestruck"
